Object::connect: No such slot HQApplication::UpdateMenus() in HQApplication.cpp:464
Object::connect: No such slot HQApplication::UpdateMenus() in HQApplication.cpp:473


Warning (60/203) from HOOPS routine 'Update_Display' -

	  This copy of HOOPS has not been licensed for commercial
	  development or distribution purposes.	 Copying is prohibited.
	  To obtain rights to develop and/or distribute applications
	  based on HOOPS, please contact Tech Soft 3D at
	  510-883-2180 or email hoops@techsoft3d.com
Time for 2646000 slices:5869.825975
Time for 2647000 slices:5870.205480
Time for 2648000 slices:5870.589248
Time for 2649000 slices:5870.973160
Time for 2650000 slices:5871.372800
Time for 2651000 slices:5871.767136
Time for 2652000 slices:5872.144756
Time for 2653000 slices:5872.532244
Time for 2654000 slices:5872.917596
Time for 2655000 slices:5897.068294
Time for 2656000 slices:5897.414533
Time for 2657000 slices:5897.721991
Time for 2658000 slices:5898.027830
Time for 2659000 slices:5898.399350
Time for 2660000 slices:5898.747315
Time for 2661000 slices:5899.094163
Time for 2662000 slices:5899.431549
Time for 2663000 slices:5899.808763
Time for 2664000 slices:5900.185444
Time for 2665000 slices:5900.551163
Time for 2666000 slices:5900.917542
Time for 2667000 slices:5901.265132
Time for 2668000 slices:5901.603074
Time for 2669000 slices:5901.951414
Time for 2670000 slices:5902.345680
Time for 2671000 slices:5902.723460
Time for 2672000 slices:5903.128182
Time for 2673000 slices:5903.528865
Time for 2674000 slices:5903.952017
Time for 2675000 slices:5927.735122
Time for 2676000 slices:5928.070917
Time for 2677000 slices:5928.377724
Time for 2678000 slices:5928.686293
Time for 2679000 slices:5928.996265
Time for 2680000 slices:5929.304004
Time for 2681000 slices:5929.649831
Time for 2682000 slices:5930.006129
Time for 2683000 slices:5930.365489
Time for 2684000 slices:5930.726952
Time for 2685000 slices:5931.101485
Time for 2686000 slices:5931.470784
Time for 2687000 slices:5931.848247
Time for 2688000 slices:5932.233623
Time for 2689000 slices:5932.633773
Time for 2690000 slices:5933.021555
Time for 2691000 slices:5933.376710
Time for 2692000 slices:5933.748051
Time for 2693000 slices:5934.140968
Time for 2694000 slices:5934.546678
Time for 2695000 slices:5958.463420
Time for 2696000 slices:5958.794464
Time for 2697000 slices:5959.116402
Time for 2698000 slices:5959.440134
Time for 2699000 slices:5959.778235
Time for 2700000 slices:5960.123047
Time for 2701000 slices:5960.478090
Time for 2702000 slices:5960.847933
Time for 2703000 slices:5961.218265
Time for 2704000 slices:5961.587025
Time for 2705000 slices:5961.943896
Time for 2706000 slices:5962.316385
Time for 2707000 slices:5962.694673
Time for 2708000 slices:5963.058295
Time for 2709000 slices:5963.452717
Time for 2710000 slices:5963.876880
Time for 2711000 slices:5964.276642
Time for 2712000 slices:5964.704728
Time for 2713000 slices:5965.161996
Time for 2714000 slices:5965.603210
Time for 2715000 slices:5989.478982
Time for 2716000 slices:5989.812706
Time for 2717000 slices:5990.136623
Time for 2718000 slices:5990.479142
Time for 2719000 slices:5990.823271
Time for 2720000 slices:5991.171399
Time for 2721000 slices:5991.520727
Time for 2722000 slices:5991.896710
Time for 2723000 slices:5992.262400
Time for 2724000 slices:5992.635635
Time for 2725000 slices:5993.000757
Time for 2726000 slices:5993.386294
Time for 2727000 slices:5993.771957
Time for 2728000 slices:5994.150105
Time for 2729000 slices:5994.524980
Time for 2730000 slices:5994.920229
Time for 2731000 slices:5995.331202
Time for 2732000 slices:5995.729525
Time for 2733000 slices:5996.141674
Time for 2734000 slices:5996.549864
Time for 2735000 slices:5996.967383
Time for 2736000 slices:6021.052176
Time for 2737000 slices:6021.367915
Time for 2738000 slices:6021.706033
Time for 2739000 slices:6022.056958
Time for 2740000 slices:6022.391536
Time for 2741000 slices:6022.716314
Time for 2742000 slices:6023.046770
Time for 2743000 slices:6023.373679
Time for 2744000 slices:6023.723282
Time for 2745000 slices:6024.110080
Time for 2746000 slices:6024.472835
Time for 2747000 slices:6024.857068
Time for 2748000 slices:6025.268032
Time for 2749000 slices:6025.643995
Time for 2750000 slices:6026.022534
Time for 2751000 slices:6026.412120
Time for 2752000 slices:6026.799507
Time for 2753000 slices:6027.204922
Time for 2754000 slices:6027.617962
Time for 2755000 slices:6051.589764
Time for 2756000 slices:6051.936210
Time for 2757000 slices:6052.271602
Time for 2758000 slices:6052.630967
Time for 2759000 slices:6052.983515
Time for 2760000 slices:6053.362320
Time for 2761000 slices:6053.718962
Time for 2762000 slices:6054.057449
Time for 2763000 slices:6054.407365
Time for 2764000 slices:6054.764061
Time for 2765000 slices:6055.119854
Time for 2766000 slices:6055.473237
Time for 2767000 slices:6055.816645
Time for 2768000 slices:6056.181143
Time for 2769000 slices:6056.549101
Time for 2770000 slices:6056.930050
Time for 2771000 slices:6057.320820
Time for 2772000 slices:6057.699088
Time for 2773000 slices:6058.085872
Time for 2774000 slices:6058.502913
Time for 2775000 slices:6058.893613
Time for 2776000 slices:6082.878648
Time for 2777000 slices:6083.180756
Time for 2778000 slices:6083.497708
Time for 2779000 slices:6083.807639
Time for 2780000 slices:6084.133312
Time for 2781000 slices:6084.456481
Time for 2782000 slices:6084.795137
Time for 2783000 slices:6085.164088
Time for 2784000 slices:6085.508560
Time for 2785000 slices:6085.866065
Time for 2786000 slices:6086.225994
Time for 2787000 slices:6086.609861
Time for 2788000 slices:6086.990603
Time for 2789000 slices:6087.362629
Time for 2790000 slices:6087.742283
Time for 2791000 slices:6088.113386
Time for 2792000 slices:6088.520008
Time for 2793000 slices:6088.946597
Time for 2794000 slices:6089.361009
Time for 2795000 slices:6113.394951
Time for 2796000 slices:6113.737866
Time for 2797000 slices:6114.065834
Time for 2798000 slices:6114.391316
Time for 2799000 slices:6114.719728
Time for 2800000 slices:6115.078216
Time for 2801000 slices:6115.419981
Time for 2802000 slices:6115.779837
Time for 2803000 slices:6116.159286
Time for 2804000 slices:6116.529633
Time for 2805000 slices:6116.913885
Time for 2806000 slices:6117.301591
Time for 2807000 slices:6117.680246
Time for 2808000 slices:6118.079974
Time for 2809000 slices:6118.457533
Time for 2810000 slices:6118.812098
Time for 2811000 slices:6119.162626
Time for 2812000 slices:6119.536174
Time for 2813000 slices:6119.924900
Time for 2814000 slices:6120.322157
Time for 2815000 slices:6120.737713
Time for 2816000 slices:6121.126715
Time for 2817000 slices:6145.383397
Time for 2818000 slices:6145.710301
Time for 2819000 slices:6146.046886
Time for 2820000 slices:6146.377782
Time for 2821000 slices:6146.716575
Time for 2822000 slices:6147.050679
Time for 2823000 slices:6147.378840
Time for 2824000 slices:6147.710373
Time for 2825000 slices:6148.043488
Time for 2826000 slices:6148.421217
Time for 2827000 slices:6148.822498
Time for 2828000 slices:6149.178332
Time for 2829000 slices:6149.555825
Time for 2830000 slices:6149.953286
Time for 2831000 slices:6150.360227
Time for 2832000 slices:6150.736720
Time for 2833000 slices:6151.119925
Time for 2834000 slices:6151.488950
Time for 2835000 slices:6175.688885
Time for 2836000 slices:6176.049235
Time for 2837000 slices:6176.395646
Time for 2838000 slices:6176.729574
Time for 2839000 slices:6177.075412
Time for 2840000 slices:6177.431211
Time for 2841000 slices:6177.794839
Time for 2842000 slices:6178.143520
Time for 2843000 slices:6178.499730
Time for 2844000 slices:6178.875667
Time for 2845000 slices:6179.253418
Time for 2846000 slices:6179.631467
Time for 2847000 slices:6180.003464
Time for 2848000 slices:6180.377737
Time for 2849000 slices:6180.766508
Time for 2850000 slices:6181.166524
Time for 2851000 slices:6181.571703
Time for 2852000 slices:6182.000806
Time for 2853000 slices:6182.460944
Time for 2854000 slices:6182.890795
Time for 2855000 slices:6183.309173
Time for 2856000 slices:6207.324715
Time for 2857000 slices:6207.672512
Time for 2858000 slices:6207.999269
Time for 2859000 slices:6208.329114
Time for 2860000 slices:6208.681159
Time for 2861000 slices:6209.022637
Time for 2862000 slices:6209.383244
Time for 2863000 slices:6209.744785
Time for 2864000 slices:6210.183197
Time for 2865000 slices:6210.571896
Time for 2866000 slices:6210.939921
Time for 2867000 slices:6211.321906
Time for 2868000 slices:6211.712615
Time for 2869000 slices:6212.124156
Time for 2870000 slices:6212.553428
Time for 2871000 slices:6212.991451
Time for 2872000 slices:6213.436790
Time for 2873000 slices:6213.878396
Time for 2874000 slices:6214.344453
Time for 2875000 slices:6214.823942
Time for 2876000 slices:6238.928651
Time for 2877000 slices:6239.237807
Time for 2878000 slices:6239.561585
Time for 2879000 slices:6239.889527
Time for 2880000 slices:6240.220368
Time for 2881000 slices:6240.539350
Time for 2882000 slices:6240.872789
Time for 2883000 slices:6241.205021
Time for 2884000 slices:6241.573669
Time for 2885000 slices:6241.945799
Time for 2886000 slices:6242.304895
Time for 2887000 slices:6242.665545
Time for 2888000 slices:6243.032240
Time for 2889000 slices:6243.417922
Time for 2890000 slices:6243.794726
Time for 2891000 slices:6244.190705
Time for 2892000 slices:6244.553821
Time for 2893000 slices:6244.960372
Time for 2894000 slices:6245.333371
Time for 2895000 slices:6245.727673
Time for 2896000 slices:6246.176009
Time for 2897000 slices:6246.584309
Time for 2898000 slices:6270.560400
Time for 2899000 slices:6270.868185
Time for 2900000 slices:6271.187029
Time for 2901000 slices:6271.528172
Time for 2902000 slices:6271.850013
Time for 2903000 slices:6272.159350
Time for 2904000 slices:6272.476316
Time for 2905000 slices:6272.810132
Time for 2906000 slices:6273.172939
Time for 2907000 slices:6273.519078
Time for 2908000 slices:6273.882622
Time for 2909000 slices:6274.257683
Time for 2910000 slices:6274.635487
Time for 2911000 slices:6274.986485
Time for 2912000 slices:6275.370629
Time for 2913000 slices:6275.724169
Time for 2914000 slices:6276.090338
Time for 2915000 slices:6276.487599
Time for 2916000 slices:6276.906608
Time for 2917000 slices:6300.798786
Time for 2918000 slices:6301.125181
Time for 2919000 slices:6301.458371
Time for 2920000 slices:6301.794220
Time for 2921000 slices:6302.100313
Time for 2922000 slices:6302.440078
Time for 2923000 slices:6302.759458
Time for 2924000 slices:6303.095435
Time for 2925000 slices:6303.439380
Time for 2926000 slices:6303.818825
Time for 2927000 slices:6304.180622
Time for 2928000 slices:6304.535652
Time for 2929000 slices:6304.900891
Time for 2930000 slices:6305.300597
Time for 2931000 slices:6305.706991
Time for 2932000 slices:6306.154508
Time for 2933000 slices:6306.532703
Time for 2934000 slices:6306.935569
Time for 2935000 slices:6307.345102
Time for 2936000 slices:6307.736513
Time for 2937000 slices:6308.146544
Time for 2938000 slices:6332.006379
Time for 2939000 slices:6332.328340
Time for 2940000 slices:6332.664671
Time for 2941000 slices:6332.984461
Time for 2942000 slices:6333.317127
Time for 2943000 slices:6333.659728
Time for 2944000 slices:6333.992638
Time for 2945000 slices:6334.336116
Time for 2946000 slices:6334.710698
Time for 2947000 slices:6335.100428
Time for 2948000 slices:6335.472604
Time for 2949000 slices:6335.847617
Time for 2950000 slices:6336.219143
Time for 2951000 slices:6336.610942
Time for 2952000 slices:6337.004547
Time for 2953000 slices:6337.390878
Time for 2954000 slices:6337.796015
Time for 2955000 slices:6338.222949
Time for 2956000 slices:6338.643257
Time for 2957000 slices:6339.039073
Time for 2958000 slices:6363.058787
Time for 2959000 slices:6363.377953
Time for 2960000 slices:6363.678386
Time for 2961000 slices:6364.000555
Time for 2962000 slices:6364.310599
Time for 2963000 slices:6364.634413
Time for 2964000 slices:6364.981542
Time for 2965000 slices:6365.376609
Time for 2966000 slices:6365.735356
Time for 2967000 slices:6366.075182
Time for 2968000 slices:6366.441981
Time for 2969000 slices:6366.806337
Time for 2970000 slices:6367.166592
Time for 2971000 slices:6367.523079
Time for 2972000 slices:6367.894511
Time for 2973000 slices:6368.294078
Time for 2974000 slices:6368.674444
Time for 2975000 slices:6369.061725
Time for 2976000 slices:6369.442561
Time for 2977000 slices:6369.825515
Time for 2978000 slices:6393.994856
Time for 2979000 slices:6394.342966
Time for 2980000 slices:6394.685665
Time for 2981000 slices:6395.032258
Time for 2982000 slices:6395.348467
Time for 2983000 slices:6395.678893
Time for 2984000 slices:6396.008259
Time for 2985000 slices:6396.348867
Time for 2986000 slices:6396.701343
Time for 2987000 slices:6397.052064
Time for 2988000 slices:6397.439896
Time for 2989000 slices:6397.823009
Time for 2990000 slices:6398.197134
Time for 2991000 slices:6398.565116
Time for 2992000 slices:6398.946897
Time for 2993000 slices:6399.362367
Time for 2994000 slices:6399.744297
Time for 2995000 slices:6400.147388
Time for 2996000 slices:6400.561641
Time for 2997000 slices:6424.532378
Time for 2998000 slices:6424.856647
Time for 2999000 slices:6425.179834
Time for 3000000 slices:6425.504944
Time for 3001000 slices:6425.876204
Time for 3002000 slices:6426.213178
Time for 3003000 slices:6426.560643
Time for 3004000 slices:6426.918098
Time for 3005000 slices:6427.268721
Time for 3006000 slices:6427.625846
Time for 3007000 slices:6427.999246
Time for 3008000 slices:6428.354405
Time for 3009000 slices:6428.742701
Time for 3010000 slices:6429.117020
Time for 3011000 slices:6429.516660
Time for 3012000 slices:6429.929283
Time for 3013000 slices:6430.347043
Time for 3014000 slices:6430.768901
Time for 3015000 slices:6431.198608
Time for 3016000 slices:6431.632235
Time for 3017000 slices:6455.858697
Time for 3018000 slices:6456.197503
Time for 3019000 slices:6456.517998
Time for 3020000 slices:6456.852842
Time for 3021000 slices:6457.200383
Time for 3022000 slices:6457.561672
Time for 3023000 slices:6457.918785
Time for 3024000 slices:6458.288049
Time for 3025000 slices:6458.657738
Time for 3026000 slices:6459.031848
Time for 3027000 slices:6459.415706
Time for 3028000 slices:6459.822321
Time for 3029000 slices:6460.209699
Time for 3030000 slices:6460.620928
Time for 3031000 slices:6461.037568
Time for 3032000 slices:6461.459776
Time for 3033000 slices:6461.871110
Time for 3034000 slices:6462.284596
Time for 3035000 slices:6462.686063
Time for 3036000 slices:6486.740062
Time for 3037000 slices:6487.061309
Time for 3038000 slices:6487.409558
Time for 3039000 slices:6487.752185
Time for 3040000 slices:6488.090537
Time for 3041000 slices:6488.426115
Time for 3042000 slices:6488.774138
Time for 3043000 slices:6489.131119
Time for 3044000 slices:6489.474244
Time for 3045000 slices:6489.826092
Time for 3046000 slices:6490.196839
Time for 3047000 slices:6490.554724
Time for 3048000 slices:6490.920143
Time for 3049000 slices:6491.272900
Time for 3050000 slices:6491.625727
Time for 3051000 slices:6492.005564
Time for 3052000 slices:6492.399847
Time for 3053000 slices:6492.783729
Time for 3054000 slices:6493.166469
Time for 3055000 slices:6493.558550
Time for 3056000 slices:6517.553187
Time for 3057000 slices:6517.904105
Time for 3058000 slices:6518.230061
Time for 3059000 slices:6518.542378
Time for 3060000 slices:6518.864795
Time for 3061000 slices:6519.197149
Time for 3062000 slices:6519.541050
Time for 3063000 slices:6519.900872
Time for 3064000 slices:6520.266194
Time for 3065000 slices:6520.627381
Time for 3066000 slices:6521.015222
Time for 3067000 slices:6521.400160
Time for 3068000 slices:6521.770018
Time for 3069000 slices:6522.174075
Time for 3070000 slices:6522.600270
Time for 3071000 slices:6523.008379
Time for 3072000 slices:6523.420635
Time for 3073000 slices:6523.827935
Time for 3074000 slices:6524.235212
Time for 3075000 slices:6524.620962
Time for 3076000 slices:6548.859262
Time for 3077000 slices:6549.184362
Time for 3078000 slices:6549.508060
Time for 3079000 slices:6549.835670
Time for 3080000 slices:6550.165532
Time for 3081000 slices:6550.488673
Time for 3082000 slices:6550.839513
Time for 3083000 slices:6551.180264
Time for 3084000 slices:6551.537492
